Date,Year,Quarter,Month,Month_Name,Weekday,Week_Number
2025-04-28,2025,2,4,April,Monday,18
2025-04-29,2025,2,4,April,Tuesday,18
2025-04-30,2025,2,4,April,Wednesday,18
2025-05-01,2025,2,5,May,Thursday,18
2025-05-02,2025,2,5,May,Friday,18
2025-05-03,2025,2,5,May,Saturday,18
2025-05-04,2025,2,5,May,Sunday,18
2025-05-05,2025,2,5,May,Monday,19
2025-05-06,2025,2,5,May,Tuesday,19
2025-05-07,2025,2,5,May,Wednesday,19
2025-05-08,2025,2,5,May,Thursday,19
2025-05-09,2025,2,5,May,Friday,19
2025-05-10,2025,2,5,May,Saturday,19
2025-05-11,2025,2,5,May,Sunday,19
2025-05-12,2025,2,5,May,Monday,20
2025-05-13,2025,2,5,May,Tuesday,20
2025-05-14,2025,2,5,May,Wednesday,20
2025-05-15,2025,2,5,May,Thursday,20
2025-05-16,2025,2,5,May,Friday,20
2025-05-17,2025,2,5,May,Saturday,20
2025-05-18,2025,2,5,May,Sunday,20
2025-05-19,2025,2,5,May,Monday,21
2025-05-20,2025,2,5,May,Tuesday,21
2025-05-21,2025,2,5,May,Wednesday,21
2025-05-22,2025,2,5,May,Thursday,21
2025-05-23,2025,2,5,May,Friday,21
2025-05-24,2025,2,5,May,Saturday,21
2025-05-25,2025,2,5,May,Sunday,21
2025-05-26,2025,2,5,May,Monday,22
2025-05-27,2025,2,5,May,Tuesday,22
2025-05-28,2025,2,5,May,Wednesday,22
2025-05-29,2025,2,5,May,Thursday,22
2025-05-30,2025,2,5,May,Friday,22
2025-05-31,2025,2,5,May,Saturday,22
2025-06-01,2025,2,6,June,Sunday,22
2025-06-02,2025,2,6,June,Monday,23
2025-06-03,2025,2,6,June,Tuesday,23
2025-06-04,2025,2,6,June,Wednesday,23
2025-06-05,2025,2,6,June,Thursday,23
2025-06-06,2025,2,6,June,Friday,23
2025-06-07,2025,2,6,June,Saturday,23
2025-06-08,2025,2,6,June,Sunday,23
2025-06-09,2025,2,6,June,Monday,24
2025-06-10,2025,2,6,June,Tuesday,24
2025-06-11,2025,2,6,June,Wednesday,24
2025-06-12,2025,2,6,June,Thursday,24
2025-06-13,2025,2,6,June,Friday,24
2025-06-14,2025,2,6,June,Saturday,24
2025-06-15,2025,2,6,June,Sunday,24
2025-06-16,2025,2,6,June,Monday,25
2025-06-17,2025,2,6,June,Tuesday,25
2025-06-18,2025,2,6,June,Wednesday,25
2025-06-19,2025,2,6,June,Thursday,25
2025-06-20,2025,2,6,June,Friday,25
2025-06-21,2025,2,6,June,Saturday,25
2025-06-22,2025,2,6,June,Sunday,25
2025-06-23,2025,2,6,June,Monday,26
2025-06-24,2025,2,6,June,Tuesday,26
2025-06-25,2025,2,6,June,Wednesday,26
2025-06-26,2025,2,6,June,Thursday,26
2025-06-27,2025,2,6,June,Friday,26
2025-06-28,2025,2,6,June,Saturday,26
2025-06-29,2025,2,6,June,Sunday,26
2025-06-30,2025,2,6,June,Monday,27
2025-07-01,2025,3,7,July,Tuesday,27
2025-07-02,2025,3,7,July,Wednesday,27
2025-07-03,2025,3,7,July,Thursday,27
2025-07-04,2025,3,7,July,Friday,27
2025-07-05,2025,3,7,July,Saturday,27
2025-07-06,2025,3,7,July,Sunday,27
2025-07-07,2025,3,7,July,Monday,28
2025-07-08,2025,3,7,July,Tuesday,28
2025-07-09,2025,3,7,July,Wednesday,28
2025-07-10,2025,3,7,July,Thursday,28
2025-07-11,2025,3,7,July,Friday,28
2025-07-12,2025,3,7,July,Saturday,28
2025-07-13,2025,3,7,July,Sunday,28
2025-07-14,2025,3,7,July,Monday,29
2025-07-15,2025,3,7,July,Tuesday,29
2025-07-16,2025,3,7,July,Wednesday,29
2025-07-17,2025,3,7,July,Thursday,29
2025-07-18,2025,3,7,July,Friday,29
2025-07-19,2025,3,7,July,Saturday,29
2025-07-20,2025,3,7,July,Sunday,29
2025-07-21,2025,3,7,July,Monday,30
2025-07-22,2025,3,7,July,Tuesday,30
2025-07-23,2025,3,7,July,Wednesday,30
2025-07-24,2025,3,7,July,Thursday,30
2025-07-25,2025,3,7,July,Friday,30
2025-07-26,2025,3,7,July,Saturday,30
2025-07-27,2025,3,7,July,Sunday,30
2025-07-28,2025,3,7,July,Monday,31
2025-07-29,2025,3,7,July,Tuesday,31
2025-07-30,2025,3,7,July,Wednesday,31
2025-07-31,2025,3,7,July,Thursday,31
2025-08-01,2025,3,8,August,Friday,31
2025-08-02,2025,3,8,August,Saturday,31
2025-08-03,2025,3,8,August,Sunday,31
2025-08-04,2025,3,8,August,Monday,32
2025-08-05,2025,3,8,August,Tuesday,32
2025-08-06,2025,3,8,August,Wednesday,32
2025-08-07,2025,3,8,August,Thursday,32
2025-08-08,2025,3,8,August,Friday,32
2025-08-09,2025,3,8,August,Saturday,32
2025-08-10,2025,3,8,August,Sunday,32
2025-08-11,2025,3,8,August,Monday,33
2025-08-12,2025,3,8,August,Tuesday,33
2025-08-13,2025,3,8,August,Wednesday,33
2025-08-14,2025,3,8,August,Thursday,33
2025-08-15,2025,3,8,August,Friday,33
2025-08-16,2025,3,8,August,Saturday,33
2025-08-17,2025,3,8,August,Sunday,33
2025-08-18,2025,3,8,August,Monday,34
2025-08-19,2025,3,8,August,Tuesday,34
2025-08-20,2025,3,8,August,Wednesday,34
2025-08-21,2025,3,8,August,Thursday,34
2025-08-22,2025,3,8,August,Friday,34
2025-08-23,2025,3,8,August,Saturday,34
2025-08-24,2025,3,8,August,Sunday,34
2025-08-25,2025,3,8,August,Monday,35
2025-08-26,2025,3,8,August,Tuesday,35
2025-08-27,2025,3,8,August,Wednesday,35
2025-08-28,2025,3,8,August,Thursday,35
2025-08-29,2025,3,8,August,Friday,35
2025-08-30,2025,3,8,August,Saturday,35
2025-08-31,2025,3,8,August,Sunday,35
2025-09-01,2025,3,9,September,Monday,36
2025-09-02,2025,3,9,September,Tuesday,36
2025-09-03,2025,3,9,September,Wednesday,36
2025-09-04,2025,3,9,September,Thursday,36
2025-09-05,2025,3,9,September,Friday,36
2025-09-06,2025,3,9,September,Saturday,36
2025-09-07,2025,3,9,September,Sunday,36
2025-09-08,2025,3,9,September,Monday,37
2025-09-09,2025,3,9,September,Tuesday,37
2025-09-10,2025,3,9,September,Wednesday,37
2025-09-11,2025,3,9,September,Thursday,37
2025-09-12,2025,3,9,September,Friday,37
2025-09-13,2025,3,9,September,Saturday,37
2025-09-14,2025,3,9,September,Sunday,37
2025-09-15,2025,3,9,September,Monday,38
2025-09-16,2025,3,9,September,Tuesday,38
2025-09-17,2025,3,9,September,Wednesday,38
2025-09-18,2025,3,9,September,Thursday,38
2025-09-19,2025,3,9,September,Friday,38
2025-09-20,2025,3,9,September,Saturday,38
2025-09-21,2025,3,9,September,Sunday,38
2025-09-22,2025,3,9,September,Monday,39
2025-09-23,2025,3,9,September,Tuesday,39
2025-09-24,2025,3,9,September,Wednesday,39
2025-09-25,2025,3,9,September,Thursday,39
2025-09-26,2025,3,9,September,Friday,39
2025-09-27,2025,3,9,September,Saturday,39
2025-09-28,2025,3,9,September,Sunday,39
2025-09-29,2025,3,9,September,Monday,40
2025-09-30,2025,3,9,September,Tuesday,40
2025-10-01,2025,4,10,October,Wednesday,40
2025-10-02,2025,4,10,October,Thursday,40
2025-10-03,2025,4,10,October,Friday,40
2025-10-04,2025,4,10,October,Saturday,40
2025-10-05,2025,4,10,October,Sunday,40
2025-10-06,2025,4,10,October,Monday,41
2025-10-07,2025,4,10,October,Tuesday,41
2025-10-08,2025,4,10,October,Wednesday,41
2025-10-09,2025,4,10,October,Thursday,41
2025-10-10,2025,4,10,October,Friday,41
2025-10-11,2025,4,10,October,Saturday,41
2025-10-12,2025,4,10,October,Sunday,41
2025-10-13,2025,4,10,October,Monday,42
2025-10-14,2025,4,10,October,Tuesday,42
2025-10-15,2025,4,10,October,Wednesday,42
2025-10-16,2025,4,10,October,Thursday,42
2025-10-17,2025,4,10,October,Friday,42
2025-10-18,2025,4,10,October,Saturday,42
2025-10-19,2025,4,10,October,Sunday,42
2025-10-20,2025,4,10,October,Monday,43
2025-10-21,2025,4,10,October,Tuesday,43
2025-10-22,2025,4,10,October,Wednesday,43
2025-10-23,2025,4,10,October,Thursday,43
2025-10-24,2025,4,10,October,Friday,43
2025-10-25,2025,4,10,October,Saturday,43
2025-10-26,2025,4,10,October,Sunday,43
2025-10-27,2025,4,10,October,Monday,44
2025-10-28,2025,4,10,October,Tuesday,44
2025-10-29,2025,4,10,October,Wednesday,44
2025-10-30,2025,4,10,October,Thursday,44
2025-10-31,2025,4,10,October,Friday,44
2025-11-01,2025,4,11,November,Saturday,44
2025-11-02,2025,4,11,November,Sunday,44
2025-11-03,2025,4,11,November,Monday,45
2025-11-04,2025,4,11,November,Tuesday,45
2025-11-05,2025,4,11,November,Wednesday,45
2025-11-06,2025,4,11,November,Thursday,45
2025-11-07,2025,4,11,November,Friday,45
2025-11-08,2025,4,11,November,Saturday,45
2025-11-09,2025,4,11,November,Sunday,45
2025-11-10,2025,4,11,November,Monday,46
2025-11-11,2025,4,11,November,Tuesday,46
2025-11-12,2025,4,11,November,Wednesday,46
2025-11-13,2025,4,11,November,Thursday,46
2025-11-14,2025,4,11,November,Friday,46
2025-11-15,2025,4,11,November,Saturday,46
2025-11-16,2025,4,11,November,Sunday,46
2025-11-17,2025,4,11,November,Monday,47
2025-11-18,2025,4,11,November,Tuesday,47
2025-11-19,2025,4,11,November,Wednesday,47
2025-11-20,2025,4,11,November,Thursday,47
2025-11-21,2025,4,11,November,Friday,47
2025-11-22,2025,4,11,November,Saturday,47
2025-11-23,2025,4,11,November,Sunday,47
2025-11-24,2025,4,11,November,Monday,48
2025-11-25,2025,4,11,November,Tuesday,48
2025-11-26,2025,4,11,November,Wednesday,48
2025-11-27,2025,4,11,November,Thursday,48
2025-11-28,2025,4,11,November,Friday,48
2025-11-29,2025,4,11,November,Saturday,48
2025-11-30,2025,4,11,November,Sunday,48
2025-12-01,2025,4,12,December,Monday,49
2025-12-02,2025,4,12,December,Tuesday,49
2025-12-03,2025,4,12,December,Wednesday,49
2025-12-04,2025,4,12,December,Thursday,49
2025-12-05,2025,4,12,December,Friday,49
2025-12-06,2025,4,12,December,Saturday,49
2025-12-07,2025,4,12,December,Sunday,49
2025-12-08,2025,4,12,December,Monday,50
2025-12-09,2025,4,12,December,Tuesday,50
2025-12-10,2025,4,12,December,Wednesday,50
2025-12-11,2025,4,12,December,Thursday,50
2025-12-12,2025,4,12,December,Friday,50
2025-12-13,2025,4,12,December,Saturday,50
2025-12-14,2025,4,12,December,Sunday,50
2025-12-15,2025,4,12,December,Monday,51
2025-12-16,2025,4,12,December,Tuesday,51
2025-12-17,2025,4,12,December,Wednesday,51
2025-12-18,2025,4,12,December,Thursday,51
2025-12-19,2025,4,12,December,Friday,51
2025-12-20,2025,4,12,December,Saturday,51
2025-12-21,2025,4,12,December,Sunday,51
2025-12-22,2025,4,12,December,Monday,52
2025-12-23,2025,4,12,December,Tuesday,52
2025-12-24,2025,4,12,December,Wednesday,52
2025-12-25,2025,4,12,December,Thursday,52
2025-12-26,2025,4,12,December,Friday,52
2025-12-27,2025,4,12,December,Saturday,52
2025-12-28,2025,4,12,December,Sunday,52
2025-12-29,2025,4,12,December,Monday,1
2025-12-30,2025,4,12,December,Tuesday,1
2025-12-31,2025,4,12,December,Wednesday,1
